run,algo,seed,last_step,last_eval_mean,last_eval_std,n_final_eval_runs,final_eval_mean_avg
2026-05-21_225125_a2c_seed7,a2c,7,10000000,290.0,0.0,1,386.03
2026-05-28_221026_a2c_nstep16_gae095_seed77,a2c[nstep16_gae095],77,50000000,5.0,0.0,1,203.36
2026-05-22_130040_dqn_baseline_seed7,dqn,7,10000000,41.0,0.0,1,75.73
2026-05-21_212408_ddqn_seed7,dqn[double][ddqn],7,10000000,27.0,0.0,1,33.1
2026-05-22_002124_ppo_seed7,ppo,7,10000000,117.0,0.0,1,261.77
